upper,COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,VTOTAL,VRATE,MURDER,RAPE,ROBBERY,ASSAULT,PTOTAL,PRATE,ARSON,BURGLARY,THEFT,MVTHEFT
BENTON,Benton,2006,West Richland Police Department,10520,189,18,9,0.9,0,2,2,5,180,17,3,39,132,6
BENTON,Benton,2007,West Richland Police Department,10850,123,11.3,4,0.4,0,2,0,2,119,11,2,43,65,9
BENTON,Benton,2008,West Richland Police Department,11180,137,12.3,5,0.4,0,2,0,3,132,12,1,30,98,3
BENTON,Benton,2009,West Richland Police Department,11670,190,16.3,8,0.7,0,1,0,7,182,16,1,26,144,11
BENTON,Benton,2010,West Richland Police Department,12130,177,14.6,14,1.2,0,4,2,8,163,13,1,22,134,6
BENTON,Benton,2011,West Richland Police Department,12200,186,15.2,19,1.6,0,4,0,15,167,14,1,52,108,6
CHELAN,Chelan,1994,COUNTY TOTAL,58000,3672,63.3,197,3.4,4,35,27,131,3475,60,16,591,2721,147
CHELAN,Chelan,1995,COUNTY TOTAL,60000,3731,62.2,181,3,2,32,21,126,3550,59,22,649,2711,168
CHELAN,Chelan,1996,COUNTY TOTAL,61300,3811,62.2,193,3.1,0,28,37,128,3618,59,17,644,2825,132
CHELAN,Chelan,1997,COUNTY TOTAL,62200,3760,60.5,199,3.2,2,37,29,131,3561,57,16,644,2722,179
CHELAN,Chelan,1998,COUNTY TOTAL,62600,4197,67,173,2.8,2,29,17,125,4024,64,10,754,3063,197
CHELAN,Chelan,1999,COUNTY TOTAL,63000,3568,56.6,157,2.5,0,19,25,113,3411,54,18,653,2593,147
CHELAN,Chelan,2000,COUNTY TOTAL,62600,3038,48.5,144,2.3,1,39,22,82,2894,46,10,461,2262,161
CHELAN,Chelan,2001,COUNTY TOTAL,67100,3477,51.8,148,2.2,3,27,18,100,3329,50,10,604,2553,162
CHELAN,Chelan,2002,COUNTY TOTAL,67600,3224,47.7,156,2.3,1,28,34,93,3068,45,12,526,2399,131
CHELAN,Chelan,2003,COUNTY TOTAL,67900,3109,45.8,147,2.2,4,44,32,67,2962,44,17,560,2261,124
CHELAN,Chelan,2004,COUNTY TOTAL,68400,3491,51,163,2.4,2,46,26,89,3328,49,23,570,2562,173
CHELAN,Chelan,2005,COUNTY TOTAL,69200,3114,45,152,2.2,2,35,18,97,2962,43,12,485,2303,162
CHELAN,Chelan,2006,COUNTY TOTAL,70100,2699,38.5,127,1.8,1,20,27,79,2572,37,8,366,2071,127
CHELAN,Chelan,2007,COUNTY TOTAL,71200,2588,36.3,135,1.9,1,34,23,77,2453,35,10,377,1942,124
CHELAN,Chelan,2008,COUNTY TOTAL,72100,2222,30.8,134,1.9,3,36,15,80,2088,29,3,332,1632,121
CHELAN,Chelan,2009,COUNTY TOTAL,72600,2280,31.4,148,2,2,26,24,96,2132,29,11,322,1694,105
CHELAN,Chelan,2010,COUNTY TOTAL,73300,2175,29.7,118,1.6,2,34,14,68,2057,28,3,325,1626,103
CHELAN,Chelan,2011,COUNTY TOTAL,72700,2109,29,123,1.7,5,13,25,80,1986,27,4,386,1488,108
CHELAN,Chelan,1994,Chelan County Sheriffs Office,31340,1292,41.2,61,1.9,2,5,2,52,1231,39,3,281,901,46
CHELAN,Chelan,1995,Chelan County Sheriffs Office,32590,1221,37.5,66,2,1,12,2,51,1155,35,4,283,809,59
CHELAN,Chelan,1996,Chelan County Sheriffs Office,33355,1348,40.4,77,2.3,0,11,7,59,1271,38,1,311,909,50
CHELAN,Chelan,1997,Chelan County Sheriffs Office,33690,1249,37.1,62,1.8,1,13,8,40,1187,35,5,290,830,62
CHELAN,Chelan,1998,Chelan County Sheriffs Office,33945,1520,44.8,63,1.9,0,10,2,51,1457,43,6,394,979,78
CHELAN,Chelan,1999,Chelan County Sheriffs Office,33970,1095,32.2,48,1.4,0,11,2,35,1047,31,4,265,714,64
CHELAN,Chelan,2000,Chelan County Sheriffs Office,33730,854,25.3,30,0.9,1,10,2,17,824,24,5,192,580,47
CHELAN,Chelan,2001,Chelan County Sheriffs Office,35635,1135,31.9,35,1,2,11,0,22,1100,31,3,219,817,61
CHELAN,Chelan,2002,Chelan County Sheriffs Office,35795,974,27.2,27,0.8,0,9,5,13,947,27,2,168,743,34
CHELAN,Chelan,2003,Chelan County Sheriffs Office,35830,979,27.3,37,1,4,15,7,11,942,26,2,163,748,29
CHELAN,Chelan,2004,Chelan County Sheriffs Office,39640,1384,34.9,50,1.3,2,14,5,29,1334,34,6,187,1072,69
CHELAN,Chelan,2005,Chelan County Sheriffs Office,39880,1249,31.3,47,1.2,1,16,2,28,1202,30,3,198,955,46
CHELAN,Chelan,2006,Chelan County Sheriffs Office,40180,1050,26.1,32,0.8,1,6,5,20,1018,25,4,142,816,56
CHELAN,Chelan,2007,Chelan County Sheriffs Office,40930,938,22.9,41,1,1,15,3,22,897,22,4,159,697,37
CHELAN,Chelan,2008,Chelan County Sheriffs Office,41290,915,22.2,35,0.8,2,15,3,15,880,21,2,120,698,60
CHELAN,Chelan,2009,Chelan County Sheriffs Office,41640,971,23.3,50,1.2,1,12,7,30,921,22,3,140,740,38
CHELAN,Chelan,2010,Chelan County Sheriffs Office,42180,910,21.6,37,0.9,0,18,4,15,873,21,1,175,653,44
CHELAN,Chelan,2011,Chelan County Sheriffs Office,40610,705,17.4,36,0.9,3,8,3,22,669,17,2,189,432,46
CHELAN,Chelan,1994,Chelan Police Department,3200,221,69.1,8,2.5,0,4,1,3,213,67,0,25,177,11
CHELAN,Chelan,1995,Chelan Police Department,3230,210,65,10,3.1,1,0,1,8,200,62,0,38,155,7
CHELAN,Chelan,1996,Chelan Police Department,3255,212,65.1,5,1.5,0,0,0,5,207,64,0,52,151,4
CHELAN,Chelan,1997,Chelan Police Department,3350,259,77.3,6,1.8,0,1,0,5,253,76,0,40,204,9
CHELAN,Chelan,1998,Chelan Police Department,3365,280,83.2,7,2.1,0,2,0,5,273,81,0,44,220,9
CHELAN,Chelan,1999,Chelan Police Department,3410,309,90.6,9,2.6,0,0,0,9,300,88,0,56,234,10
CHELAN,Chelan,2000,Chelan Police Department,3340,238,71.3,4,1.2,0,0,0,4,234,70,0,33,191,10
CHELAN,Chelan,2001,Chelan Police Department,3535,199,56.3,7,2,0,0,2,5,192,54,0,42,142,8
CHELAN,Chelan,2002,Chelan Police Department,3535,166,47,7,2,0,0,3,4,159,45,0,33,118,8
CHELAN,Chelan,2003,Chelan Police Department,3600,202,56.1,6,1.7,0,1,3,2,196,54,0,32,152,12
CHELAN,Chelan,1994,Wenatchee Police Department,23460,2159,92,128,5.5,2,26,24,76,2031,87,13,285,1643,90
CHELAN,Chelan,1995,Wenatchee Police Department,24180,2300,95.1,105,4.3,0,20,18,67,2195,91,18,328,1747,102
CHELAN,Chelan,1996,Wenatchee Police Department,24690,2251,91.2,111,4.5,0,17,30,64,2140,87,16,281,1765,78
CHELAN,Chelan,1997,Wenatchee Police Department,25160,2252,89.5,131,5.2,1,23,21,86,2121,84,11,314,1688,108
CHELAN,Chelan,1998,Wenatchee Police Department,25290,2397,94.8,103,4.1,2,17,15,69,2294,91,4,316,1864,110
CHELAN,Chelan,1999,Wenatchee Police Department,25620,2164,84.5,100,3.9,0,8,23,69,2064,81,14,332,1645,73
CHELAN,Chelan,2000,Wenatchee Police Department,25530,1946,76.2,110,4.3,0,29,20,61,1836,72,5,236,1491,104
CHELAN,Chelan,2001,Wenatchee Police Department,27930,2143,76.7,106,3.8,1,16,16,73,2037,73,7,343,1594,93
CHELAN,Chelan,2002,Wenatchee Police Department,28270,2084,73.7,122,4.3,1,19,26,76,1962,69,10,325,1538,89
CHELAN,Chelan,2003,Wenatchee Police Department,28470,1928,67.7,104,3.7,0,28,22,54,1824,64,15,365,1361,83
CHELAN,Chelan,2004,Wenatchee Police Department,28760,2107,73.3,113,3.9,0,32,21,60,1994,69,17,383,1490,104
CHELAN,Chelan,2005,Wenatchee Police Department,29320,1865,63.6,105,3.6,1,19,16,69,1760,60,9,287,1348,116
CHELAN,Chelan,2006,Wenatchee Police Department,29920,1649,55.1,95,3.2,0,14,22,59,1554,52,4,224,1255,71
CHELAN,Chelan,2007,Wenatchee Police Department,30270,1650,54.5,94,3.1,0,19,20,55,1556,51,6,218,1245,87
CHELAN,Chelan,2008,Wenatchee Police Department,30810,1307,42.4,99,3.2,1,21,12,65,1208,39,1,212,934,61
CHELAN,Chelan,2009,Wenatchee Police Department,30960,1309,42.3,98,3.2,1,14,17,66,1211,39,8,182,954,67
CHELAN,Chelan,2010,Wenatchee Police Department,31120,1265,40.6,81,2.6,2,16,10,53,1184,38,2,150,973,59
CHELAN,Chelan,2011,Wenatchee Police Department,32090,1404,43.8,87,2.7,2,5,22,58,1317,41,2,197,1056,62
CLALLAM,Clallam,1994,COUNTY TOTAL,62500,2436,39,129,2.1,2,25,20,82,2307,37,20,470,1713,104
CLALLAM,Clallam,1995,COUNTY TOTAL,63600,2496,39.2,138,2.2,2,26,20,90,2358,37,22,527,1696,113
CLALLAM,Clallam,1996,COUNTY TOTAL,65000,2217,34.1,139,2.1,1,32,16,90,2078,32,31,413,1562,72
CLALLAM,Clallam,1997,COUNTY TOTAL,66400,2188,33,126,1.9,3,33,11,79,2062,31,25,475,1468,94
CLALLAM,Clallam,1998,COUNTY TOTAL,66700,2224,33.3,134,2,1,24,17,92,2090,31,29,427,1533,101
CLALLAM,Clallam,1999,COUNTY TOTAL,66900,1965,29.4,83,1.2,0,17,8,58,1882,28,23,365,1376,118
CLALLAM,Clallam,2000,COUNTY TOTAL,66700,2019,30.3,84,1.3,1,18,11,54,1935,29,10,355,1505,65
CLALLAM,Clallam,2001,COUNTY TOTAL,64454,2344,36.4,109,1.7,2,27,16,64,2235,35,21,434,1688,92
CLALLAM,Clallam,2002,COUNTY TOTAL,64900,2136,32.9,102,1.6,0,12,22,68,2034,31,23,468,1412,131
CLALLAM,Clallam,2003,COUNTY TOTAL,65300,2256,34.5,109,1.7,0,21,10,78,2147,33,19,489,1533,106
CLALLAM,Clallam,2004,COUNTY TOTAL,65900,2007,30.5,169,2.6,3,47,16,103,1838,28,24,398,1289,127
CLALLAM,Clallam,2005,COUNTY TOTAL,66800,2528,37.8,157,2.4,0,53,13,91,2371,36,45,488,1645,193
CLALLAM,Clallam,2006,COUNTY TOTAL,67800,2579,38,173,2.6,2,48,18,105,2406,36,27,491,1733,155
CLALLAM,Clallam,2007,COUNTY TOTAL,68500,2186,31.9,182,2.7,1,51,16,114,2004,29,19,381,1484,120
CLALLAM,Clallam,2008,COUNTY TOTAL,69200,2100,30.3,190,2.7,3,54,23,110,1910,28,27,374,1426,83
CLALLAM,Clallam,2009,COUNTY TOTAL,69500,1977,28.4,213,3.1,3,53,28,129,1764,25,13,403,1272,76
CLALLAM,Clallam,2010,COUNTY TOTAL,70100,2289,32.7,192,2.7,1,28,28,135,2097,30,10,482,1524,81
CLALLAM,Clallam,2011,COUNTY TOTAL,71600,2403,33.6,188,2.6,2,30,22,134,2215,31,12,507,1579,117
CLALLAM,Clallam,1994,Clallam County Sheriffs Office,36700,685,18.7,59,1.6,2,10,1,46,626,17,9,163,411,43
CLALLAM,Clallam,1995,Clallam County Sheriffs Office,37491,831,22.2,66,1.8,0,13,4,49,765,20,11,231,477,46
CLALLAM,Clallam,1996,Clallam County Sheriffs Office,38530,714,18.5,68,1.8,0,10,1,57,646,17,6,147,466,27
CLALLAM,Clallam,1997,Clallam County Sheriffs Office,39675,700,17.6,64,1.6,1,13,3,47,636,16,8,198,396,34
CLALLAM,Clallam,1998,Clallam County Sheriffs Office,39985,679,17,62,1.6,1,8,5,48,617,15,14,192,378,33
CLALLAM,Clallam,1999,Clallam County Sheriffs Office,40045,646,16.1,41,1,0,5,0,36,605,15,7,180,366,52
CLALLAM,Clallam,2000,Clallam County Sheriffs Office,39890,612,15.3,41,1,1,9,2,29,571,14,4,154,381,32
CLALLAM,Clallam,2001,Clallam County Sheriffs Office,38519,878,22.8,33,0.9,2,11,2,18,845,22,6,211,572,56
CLALLAM,Clallam,2002,Clallam County Sheriffs Office,38970,853,21.9,42,1.1,0,7,5,30,811,21,7,262,482,60
CLALLAM,Clallam,2003,Clallam County Sheriffs Office,39265,913,23.3,50,1.3,0,9,2,39,863,22,10,245,562,46
CLALLAM,Clallam,2004,Clallam County Sheriffs Office,39660,706,17.8,81,2,1,21,4,55,625,16,6,187,375,57
CLALLAM,Clallam,2005,Clallam County Sheriffs Office,40305,908,22.5,75,1.9,0,26,5,44,833,21,13,216,514,90
CLALLAM,Clallam,2006,Clallam County Sheriffs Office,40635,919,22.6,69,1.7,1,22,4,42,850,21,7,239,543,61
CLALLAM,Clallam,2007,Clallam County Sheriffs Office,40985,780,19,73,1.8,0,24,1,48,707,17,4,170,484,49
CLALLAM,Clallam,2008,Clallam County Sheriffs Office,41215,651,15.8,59,1.4,2,25,2,30,592,14,7,166,380,39
CLALLAM,Clallam,2009,Clallam County Sheriffs Office,41340,693,16.8,87,2.1,0,21,7,59,606,15,3,183,387,33
CLALLAM,Clallam,2010,Clallam County Sheriffs Office,41695,718,17.2,63,1.5,0,8,4,51,655,16,2,196,429,28
CLALLAM,Clallam,2011,Clallam County Sheriffs Office,42395,916,21.6,60,1.4,0,9,3,48,856,20,7,255,533,61
CLALLAM,Clallam,1994,Forks Police Department,3355,222,66.2,2,0.6,0,0,0,2,220,66,0,28,186,6
CLALLAM,Clallam,1995,Forks Police Department,3369,158,46.9,9,2.7,0,6,0,3,149,44,1,16,128,4
CLALLAM,Clallam,1996,Forks Police Department,3390,157,46.3,7,2.1,0,2,0,5,150,44,1,29,116,4
CLALLAM,Clallam,1997,Forks Police Department,3460,170,49.1,13,3.8,0,4,2,7,157,45,5,31,114,7
CLALLAM,Clallam,1998,Forks Police Department,3450,163,47.2,4,1.2,0,0,0,4,159,46,1,22,129,7
CLALLAM,Clallam,1999,Forks Police Department,3460,125,36.1,9,2.6,0,2,2,5,116,34,0,16,89,11
CLALLAM,Clallam,2000,Forks Police Department,3450,176,51,12,3.5,0,2,0,10,164,48,0,25,134,5
CLALLAM,Clallam,2001,Forks Police Department,3145,280,89,18,5.7,0,4,3,11,262,83,0,46,211,5
CLALLAM,Clallam,2002,Forks Police Department,3130,182,58.1,3,1,0,0,0,3,179,57,0,48,124,7
CLALLAM,Clallam,2003,Forks Police Department,3125,191,61.1,5,1.6,0,2,0,3,186,60,0,53,125,8
CLALLAM,Clallam,2004,Forks Police Department,3125,169,54.1,8,2.6,0,0,1,7,161,52,0,43,106,12
CLALLAM,Clallam,2005,Forks Police Department,3125,217,69.4,10,3.2,0,2,0,8,207,66,0,51,149,7
CLALLAM,Clallam,2006,Forks Police Department,3165,213,67.3,13,4.1,0,6,1,6,200,63,0,49,148,3
CLALLAM,Clallam,2007,Forks Police Department,3175,199,62.7,21,6.6,0,2,1,18,178,56,0,44,133,1
CLALLAM,Clallam,2008,Forks Police Department,3205,185,57.7,39,12.2,0,7,5,27,146,46,0,27,118,1
CLALLAM,Clallam,2009,Forks Police Department,3185,118,37,26,8.2,2,5,2,17,92,29,0,23,68,1
CLALLAM,Clallam,2010,Forks Police Department,3195,111,34.7,15,4.7,1,3,0,11,96,30,2,15,77,2
CLALLAM,Clallam,2011,Forks Police Department,3500,94,26.9,14,4,0,1,2,11,80,23,0,16,61,3
CLALLAM,Clallam,1994,Port Angeles Police Department,18310,1217,66.5,54,2.9,0,11,17,26,1163,64,8,211,891,53
CLALLAM,Clallam,1995,Port Angeles Police Department,18540,1219,65.7,51,2.8,1,7,15,28,1168,63,9,240,862,57
CLALLAM,Clallam,1996,Port Angeles Police Department,18790,1084,57.7,57,3,1,18,13,25,1027,55,21,212,757,37
CLALLAM,Clallam,1997,Port Angeles Police Department,18890,1068,56.5,40,2.1,2,14,4,20,1028,54,11,201,771,45
CLALLAM,Clallam,1998,Port Angeles Police Department,18860,1114,59.1,53,2.8,0,14,8,31,1061,56,10,179,817,55
CLALLAM,Clallam,1999,Port Angeles Police Department,18950,947,50,24,1.3,0,8,3,13,923,49,15,134,728,46
CLALLAM,Clallam,2000,Port Angeles Police Department,18930,1021,53.9,31,1.6,0,7,9,15,990,52,6,164,793,27
CLALLAM,Clallam,2001,Port Angeles Police Department,18420,897,48.7,55,3,0,11,9,35,842,46,15,155,643,29
CLALLAM,Clallam,2002,Port Angeles Police Department,18430,815,44.2,51,2.8,0,4,15,32,764,42,14,133,566,51
CLALLAM,Clallam,2003,Port Angeles Police Department,18470,900,48.7,46,2.5,0,8,7,31,854,46,8,154,648,44
CLALLAM,Clallam,2004,Port Angeles Police Department,18530,920,49.6,75,4,1,24,9,41,845,46,18,146,628,53
CLALLAM,Clallam,2005,Port Angeles Police Department,18640,1101,59.1,63,3.4,0,23,7,33,1038,56,28,178,747,85
CLALLAM,Clallam,2006,Port Angeles Police Department,18970,1155,60.9,80,4.2,1,20,11,48,1075,57,16,174,804,81
CLALLAM,Clallam,2007,Port Angeles Police Department,19010,963,50.7,76,4,1,24,12,39,887,47,14,135,674,64
CLALLAM,Clallam,2008,Port Angeles Police Department,19170,998,52.1,67,3.5,1,16,14,36,931,49,17,145,735,34
CLALLAM,Clallam,2009,Port Angeles Police Department,19260,890,46.2,80,4.2,1,25,15,39,810,42,8,152,616,34
CLALLAM,Clallam,2010,Port Angeles Police Department,19380,1096,56.6,93,4.8,0,16,20,57,1003,52,3,230,725,45
CLALLAM,Clallam,2011,Port Angeles Police Department,19080,1067,55.9,102,5.3,2,17,14,69,965,51,2,196,722,45
CLALLAM,Clallam,1994,Sequim Police Department,4135,312,75.5,14,3.4,0,4,2,8,298,72,3,68,225,2
CLALLAM,Clallam,1995,Sequim Police Department,4200,288,68.6,12,2.9,1,0,1,10,276,66,1,40,229,6
CLALLAM,Clallam,1996,Sequim Police Department,4290,262,61.1,7,1.6,0,2,2,3,255,59,3,25,223,4
CLALLAM,Clallam,1997,Sequim Police Department,4375,250,57.1,9,2.1,0,2,2,5,241,55,1,45,187,8
CLALLAM,Clallam,1998,Sequim Police Department,4405,268,60.8,15,3.4,0,2,4,9,253,57,4,34,209,6
CLALLAM,Clallam,1999,Sequim Police Department,4445,247,55.6,9,2,0,2,3,4,238,54,1,35,193,9
CLALLAM,Clallam,2000,Sequim Police Department,4430,210,47.4,0,0,0,0,0,0,210,47,0,12,197,1
CLALLAM,Clallam,2001,Sequim Police Department,4370,289,66.1,3,0.7,0,1,2,0,286,65,0,22,262,2
CLALLAM,Clallam,2002,Sequim Police Department,4370,286,65.4,6,1.4,0,1,2,3,280,64,2,25,240,13
CLALLAM,Clallam,2003,Sequim Police Department,4440,252,56.8,8,1.8,0,2,1,5,244,55,1,37,198,8
CLALLAM,Clallam,2004,Sequim Police Department,4585,212,46.2,5,1.1,1,2,2,0,207,45,0,22,180,5
CLALLAM,Clallam,2005,Sequim Police Department,4730,302,63.8,9,1.9,0,2,1,6,293,62,4,43,235,11
CLALLAM,Clallam,2006,Sequim Police Department,5030,292,58.1,11,2.2,0,0,2,9,281,56,4,29,238,10
CLALLAM,Clallam,2007,Sequim Police Department,5330,244,45.8,12,2.3,0,1,2,9,232,44,1,32,193,6
CLALLAM,Clallam,2008,Sequim Police Department,5610,266,47.4,25,4.5,0,6,2,17,241,43,3,36,193,9
CLALLAM,Clallam,2009,Sequim Police Department,5715,276,48.3,20,3.5,0,2,4,14,256,45,2,45,201,8
CLALLAM,Clallam,2010,Sequim Police Department,5830,364,62.4,21,3.6,0,1,4,16,343,59,3,41,293,6
CLALLAM,Clallam,2011,Sequim Police Department,6625,326,49.2,12,1.8,0,3,3,6,314,47,3,40,263,8
CLARK,Clark,1994,Battle Ground Police Department,4720,215,45.6,4,0.8,0,1,2,1,211,45,14,36,153,8
CLARK,Clark,1995,Battle Ground Police Department,5015,241,48.1,10,2,0,0,0,10,231,46,2,39,184,6
CLARK,Clark,1996,Battle Ground Police Department,5450,267,49,11,2,0,4,2,5,256,47,3,31,204,18
CLARK,Clark,1997,Battle Ground Police Department,6948,300,43.2,9,1.3,0,1,1,7,291,42,4,42,237,8
CLARK,Clark,1998,Battle Ground Police Department,8460,298,35.2,19,2.2,0,3,6,10,279,33,4,48,216,11
CLARK,Clark,1999,Battle Ground Police Department,9075,294,32.4,11,1.2,0,2,3,6,283,31,0,36,229,18
CLARK,Clark,2000,Battle Ground Police Department,9605,383,39.9,14,1.5,0,4,0,10,369,38,9,54,294,12
CLARK,Clark,2001,Battle Ground Police Department,10040,363,36.2,10,1,2,1,2,5,353,35,6,37,281,29
CLARK,Clark,2002,Battle Ground Police Department,11110,386,34.7,24,2.2,0,11,2,11,362,33,5,64,278,15
CLARK,Clark,2003,Battle Ground Police Department,12560,546,43.5,17,1.4,0,3,2,12,529,42,5,104,393,27
CLARK,Clark,2004,Battle Ground Police Department,14220,466,32.8,30,2.1,1,9,3,17,436,31,7,88,314,27
CLARK,Clark,2005,Battle Ground Police Department,14960,530,35.4,24,1.6,0,11,3,10,506,34,6,87,393,20
CLARK,Clark,2006,Battle Ground Police Department,15810,540,34.2,30,1.9,0,12,3,15,510,32,5,85,391,29
CLARK,Clark,2007,Battle Ground Police Department,16240,423,26,33,2,0,11,3,19,390,24,5,91,270,24
CLARK,Clark,2008,Battle Ground Police Department,16710,407,24.4,38,2.3,0,13,5,20,369,22,0,65,276,28
CLARK,Clark,2009,Battle Ground Police Department,17150,549,32,62,3.6,1,24,7,30,487,28,3,59,392,33
CLARK,Clark,2010,Battle Ground Police Department,17400,522,30,34,2,0,10,7,17,488,28,3,86,367,32
CLARK,Clark,2011,Battle Ground Police Department,17780,439,24.7,32,1.8,0,9,2,21,407,23,0,60,330,17
CLARK,Clark,1994,COUNTY TOTAL,280670,13100,46.7,1013,3.6,13,138,305,557,12087,43,126,2499,8118,1344
CLARK,Clark,1995,COUNTY TOTAL,290870,14785,50.8,1220,4.2,5,191,336,688,13565,47,77,2856,9037,1595
CLARK,Clark,1996,COUNTY TOTAL,303388,11496,37.9,1211,4,6,163,323,719,10285,34,69,2405,6632,1179
CLARK,Clark,1997,COUNTY TOTAL,316693,12180,38.5,1327,4.2,10,81,241,995,10853,34,41,2437,6811,1564
CLARK,Clark,1998,COUNTY TOTAL,327890,11624,35.5,1222,3.7,6,86,244,886,10402,32,61,2321,6581,1439
CLARK,Clark,1999,COUNTY TOTAL,336890,12130,36,1009,3,4,107,221,677,11121,33,70,2364,7705,982
CLARK,Clark,2000,COUNTY TOTAL,344900,13495,39.1,954,2.8,5,104,212,633,12541,36,163,2278,9044,1056
CLARK,Clark,2001,COUNTY TOTAL,352505,14191,40.3,1010,2.9,10,108,188,704,13181,37,127,2259,9939,856
CLARK,Clark,2002,COUNTY TOTAL,363315,13824,38,867,2.4,3,163,249,452,12957,36,96,2409,9067,1385
CLARK,Clark,2003,COUNTY TOTAL,372215,16992,45.7,961,2.6,4,201,225,531,16031,43,89,2781,11151,2010
CLARK,Clark,2004,COUNTY TOTAL,383220,16480,43,984,2.6,12,189,212,571,15496,40,100,2696,10719,1981
CLARK,Clark,2005,COUNTY TOTAL,391410,15802,40.4,998,2.5,12,219,239,528,14804,38,76,2736,10084,1908
CLARK,Clark,2006,COUNTY TOTAL,403410,13604,33.7,924,2.3,5,215,196,508,12680,31,118,2366,8584,1612
CLARK,Clark,2007,COUNTY TOTAL,414925,13025,31.4,991,2.4,9,208,224,550,12034,29,129,2058,8207,1640
CLARK,Clark,2008,COUNTY TOTAL,424115,13039,30.7,983,2.3,2,206,236,539,12056,28,107,1868,8136,1945
CLARK,Clark,2009,COUNTY TOTAL,431115,12158,28.2,1033,2.4,8,228,235,562,11125,26,94,1830,7741,1460
CLARK,Clark,2010,COUNTY TOTAL,435515,13203,30.3,990,2.3,1,195,240,554,12213,28,100,2074,8579,1460
CLARK,Clark,2011,COUNTY TOTAL,427915,12437,29.1,961,2.2,13,171,258,519,11476,27,73,2034,8046,1323
CLARK,Clark,1994,Camas Police Department,7430,394,53,11,1.5,0,3,1,7,383,52,7,69,297,10
CLARK,Clark,1995,Camas Police Department,8015,436,54.4,22,2.7,0,2,4,16,414,52,2,75,309,28
CLARK,Clark,1996,Camas Police Department,8810,345,39.2,6,0.7,0,2,0,4,339,39,2,49,272,16
CLARK,Clark,1997,Camas Police Department,9550,415,43.5,8,0.8,0,0,1,7,407,43,1,66,319,21
CLARK,Clark,1998,Camas Police Department,10300,349,33.9,10,1,0,1,3,6,339,33,2,50,268,19
CLARK,Clark,1999,Camas Police Department,10870,329,30.3,16,1.5,0,5,5,6,313,29,1,59,238,15
CLARK,Clark,2000,Camas Police Department,11350,378,33.3,5,0.4,0,2,2,1,373,33,3,64,291,15
CLARK,Clark,2001,Camas Police Department,12970,454,35,15,1.2,0,1,0,14,439,34,0,85,340,14
CLARK,Clark,2002,Camas Police Department,13540,377,27.8,7,0.5,0,0,1,6,370,27,4,57,287,22
CLARK,Clark,2003,Camas Police Department,14200,572,40.3,16,1.1,0,8,1,7,556,39,4,85,425,42
CLARK,Clark,2004,Camas Police Department,15360,597,38.9,9,0.6,0,8,0,1,588,38,5,92,470,21
CLARK,Clark,2005,Camas Police Department,15460,566,36.6,13,0.8,0,8,3,2,553,36,11,112,403,27
CLARK,Clark,2006,Camas Police Department,15880,521,32.8,23,1.4,0,4,7,12,498,31,8,80,394,16
CLARK,Clark,2007,Camas Police Department,16280,420,25.8,18,1.1,0,3,5,10,402,25,6,60,313,23
CLARK,Clark,2008,Camas Police Department,16700,468,28,20,1.2,0,11,3,6,448,27,5,73,349,21
CLARK,Clark,2009,Camas Police Department,16950,366,21.6,14,0.8,0,7,3,4,352,21,4,61,274,13
CLARK,Clark,2010,Camas Police Department,17210,359,20.9,18,1,0,9,1,8,341,20,4,48,274,15
CLARK,Clark,2011,Camas Police Department,19620,312,15.9,9,0.5,0,4,2,3,303,15,2,45,243,13
CLARK,Clark,1994,Clark County Sheriffs Office,201641,7184,35.6,482,2.4,8,79,174,221,6702,33,70,1550,4351,731
CLARK,Clark,1995,Clark County Sheriffs Office,204396,7926,38.8,542,2.7,3,102,187,250,7384,36,38,1639,4909,798
CLARK,Clark,1996,Clark County Sheriffs Office,212963,5641,26.5,602,2.8,3,81,194,324,5039,24,31,1365,3053,590
CLARK,Clark,1997,Clark County Sheriffs Office,161817,5177,32,629,3.9,9,31,103,486,4548,28,15,1158,2769,606
CLARK,Clark,1998,Clark County Sheriffs Office,166295,5187,31.2,529,3.2,6,40,113,370,4658,28,21,1269,2622,746
CLARK,Clark,1999,Clark County Sheriffs Office,170210,4583,26.9,375,2.2,2,50,61,262,4208,25,26,1087,2705,390
CLARK,Clark,2000,Clark County Sheriffs Office,174495,4581,26.3,319,1.8,1,31,74,213,4262,24,73,1025,2778,386
CLARK,Clark,2001,Clark County Sheriffs Office,171495,4924,28.7,274,1.6,1,27,50,196,4650,27,57,998,3272,323
CLARK,Clark,2002,Clark County Sheriffs Office,176815,4778,27,281,1.6,2,48,83,148,4497,25,42,1021,2978,456
CLARK,Clark,2003,Clark County Sheriffs Office,180940,5878,32.5,264,1.5,2,60,55,147,5614,31,43,1205,3683,683
CLARK,Clark,2004,Clark County Sheriffs Office,185785,5643,30.4,271,1.5,2,57,54,158,5372,29,42,1131,3505,694
CLARK,Clark,2005,Clark County Sheriffs Office,190115,5523,29.1,308,1.6,4,86,69,149,5215,27,25,1219,3313,658
CLARK,Clark,2006,Clark County Sheriffs Office,197310,4839,24.5,253,1.3,1,94,45,113,4586,23,50,1080,2873,583
CLARK,Clark,2007,Clark County Sheriffs Office,202505,4453,22,271,1.3,2,76,46,147,4182,21,57,801,2757,567
CLARK,Clark,2008,Clark County Sheriffs Office,208300,4709,22.6,276,1.3,2,66,47,161,4433,21,37,813,2919,664
