upper,COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,VTOTAL,VRATE,MURDER,RAPE,ROBBERY,ASSAULT,PTOTAL,PRATE,ARSON,BURGLARY,THEFT,MVTHEFT
JEFFERSON,Jefferson,1999,Jefferson County Sheriffs Office,18200,604,33.2,49,2.7,0,8,3,38,555,31,3,156,359,37
JEFFERSON,Jefferson,2000,Jefferson County Sheriffs Office,18350,572,31.2,40,2.2,1,5,5,29,532,29,2,177,325,28
JEFFERSON,Jefferson,2001,Jefferson County Sheriffs Office,18016,491,27.3,39,2.2,0,10,1,28,452,25,9,124,295,24
JEFFERSON,Jefferson,2002,Jefferson County Sheriffs Office,18145,453,25,25,1.4,2,3,1,19,428,24,9,143,251,25
JEFFERSON,Jefferson,2003,Jefferson County Sheriffs Office,18270,394,21.6,39,2.1,1,12,2,24,355,19,6,117,216,16
JEFFERSON,Jefferson,2004,Jefferson County Sheriffs Office,18465,570,30.9,35,1.9,0,10,0,25,535,29,5,212,291,27
JEFFERSON,Jefferson,2005,Jefferson County Sheriffs Office,18855,680,36.1,55,2.9,0,15,0,40,625,33,6,255,332,32
JEFFERSON,Jefferson,2006,Jefferson County Sheriffs Office,19380,587,30.3,49,2.5,0,5,8,36,538,28,1,204,311,22
JEFFERSON,Jefferson,2007,Jefferson County Sheriffs Office,19735,572,29,51,2.6,0,5,2,44,521,26,1,157,332,31
JEFFERSON,Jefferson,2008,Jefferson County Sheriffs Office,19875,466,23.4,34,1.7,0,7,0,27,432,22,1,164,255,12
JEFFERSON,Jefferson,2009,Jefferson County Sheriffs Office,20105,368,18.3,39,1.9,2,3,1,33,329,16,5,83,235,6
JEFFERSON,Jefferson,2010,Jefferson County Sheriffs Office,20355,425,20.9,44,2.2,1,6,4,33,381,19,1,116,252,12
JEFFERSON,Jefferson,2011,Jefferson County Sheriffs Office,20870,384,18.4,22,1.1,0,12,1,9,362,17,1,109,237,15
JEFFERSON,Jefferson,1994,Port Townsend Police Department,7940,430,54.2,20,2.5,0,5,2,13,410,52,2,52,336,20
JEFFERSON,Jefferson,1995,Port Townsend Police Department,8165,502,61.5,40,4.9,0,5,5,30,462,57,3,77,366,16
JEFFERSON,Jefferson,1996,Port Townsend Police Department,8275,406,49.1,19,2.3,0,1,6,12,387,47,8,69,295,15
JEFFERSON,Jefferson,1997,Port Townsend Police Department,8330,313,37.6,7,0.8,0,3,1,3,306,37,4,44,250,8
JEFFERSON,Jefferson,1998,Port Townsend Police Department,8345,288,34.5,5,0.6,0,1,2,2,283,34,8,46,219,10
JEFFERSON,Jefferson,1999,Port Townsend Police Department,8400,428,51,23,2.7,0,2,2,19,405,48,1,51,333,20
JEFFERSON,Jefferson,2000,Port Townsend Police Department,8450,346,40.9,19,2.2,0,1,1,17,327,39,0,52,253,22
JEFFERSON,Jefferson,2001,Port Townsend Police Department,8430,300,35.6,12,1.4,0,0,0,12,288,34,3,57,217,11
JEFFERSON,Jefferson,2002,Port Townsend Police Department,8455,304,36,18,2.1,0,4,0,14,286,34,0,52,225,9
JEFFERSON,Jefferson,2003,Port Townsend Police Department,8430,416,49.3,11,1.3,0,7,2,2,405,48,2,55,338,10
JEFFERSON,Jefferson,2004,Port Townsend Police Department,8535,447,52.4,10,1.2,0,3,2,5,437,51,1,58,364,14
JEFFERSON,Jefferson,2005,Port Townsend Police Department,8745,513,58.7,19,2.2,0,4,3,12,494,57,2,67,415,10
JEFFERSON,Jefferson,2006,Port Townsend Police Department,8820,532,60.3,19,2.2,0,1,5,13,513,58,1,125,375,12
JEFFERSON,Jefferson,2007,Port Townsend Police Department,8865,413,46.6,26,2.9,0,1,4,21,387,44,0,76,306,5
JEFFERSON,Jefferson,2008,Port Townsend Police Department,8925,400,44.8,18,2,0,1,0,17,382,43,4,70,301,7
JEFFERSON,Jefferson,2009,Port Townsend Police Department,8895,342,38.4,16,1.8,0,0,4,12,326,37,0,73,243,10
JEFFERSON,Jefferson,2010,Port Townsend Police Department,8945,351,39.2,17,1.9,0,0,1,16,334,37,2,76,239,17
JEFFERSON,Jefferson,2011,Port Townsend Police Department,9180,294,32,24,2.6,0,2,4,18,270,29,2,55,203,10
KING,King,1994,Algona Police Department,1940,47,24.2,3,1.5,0,0,0,3,44,23,0,8,34,2
KING,King,1995,Algona Police Department,1970,68,34.5,3,1.5,0,0,1,2,65,33,0,13,51,1
KING,King,1996,Algona Police Department,2035,71,34.9,6,2.9,0,1,1,4,65,32,0,16,42,7
KING,King,1997,Algona Police Department,2070,80,38.6,2,1,0,0,0,2,78,38,0,20,46,12
KING,King,1998,Algona Police Department,2100,73,34.8,5,2.4,0,2,2,1,68,32,0,24,38,6
KING,King,1999,Algona Police Department,2110,96,45.5,7,3.3,0,3,1,3,89,42,0,13,55,21
KING,King,2000,Algona Police Department,2080,27,13,1,0.5,0,0,1,0,26,13,0,8,10,8
KING,King,2001,Algona Police Department,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KING,King,2002,Algona Police Department,2525,4,1.6,1,0.4,0,0,0,1,3,1,0,2,0,1
KING,King,2003,Algona Police Department,2590,67,25.9,9,3.5,0,1,1,7,58,22,0,15,28,15
KING,King,2004,Algona Police Department,2605,40,15.4,2,0.8,0,1,0,1,38,15,0,6,23,9
KING,King,2005,Algona Police Department,2660,49,18.4,2,0.8,0,0,1,1,47,18,0,18,18,11
KING,King,2006,Algona Police Department,2695,44,16.3,18,6.7,0,2,2,14,26,10,2,8,10,6
KING,King,2007,Algona Police Department,2725,79,29,7,2.6,0,2,1,4,72,26,0,14,44,14
KING,King,2008,Algona Police Department,2740,56,20.4,12,4.4,0,1,1,10,44,16,0,15,24,5
KING,King,2009,Algona Police Department,2760,36,13,12,4.3,0,3,0,9,24,9,0,3,16,5
KING,King,2010,Algona Police Department,2775,57,20.5,4,1.4,0,0,0,4,53,19,1,11,33,8
KING,King,2011,Algona Police Department,3055,54,17.7,4,1.3,0,0,0,4,50,16,0,8,33,9
KING,King,1994,Auburn Police Department,34970,2790,79.8,219,6.3,1,39,50,129,2571,74,27,319,1939,286
KING,King,1995,Auburn Police Department,35230,3462,98.3,190,5.4,2,26,63,99,3272,93,31,365,2447,429
KING,King,1996,Auburn Police Department,36130,3670,101.6,212,5.9,3,40,71,98,3458,96,26,478,2549,405
KING,King,1997,Auburn Police Department,36720,3850,104.8,226,6.2,1,28,84,113,3624,99,17,562,2634,411
KING,King,1998,Auburn Police Department,37440,3964,105.9,229,6.1,2,23,76,128,3735,100,34,539,2451,711
KING,King,1999,Auburn Police Department,38980,3915,100.4,226,5.8,0,19,82,125,3689,95,29,578,2409,673
KING,King,2000,Auburn Police Department,42045,3841,91.4,239,5.7,2,28,66,143,3602,86,31,547,2370,654
KING,King,2001,Auburn Police Department,43985,3944,89.7,228,5.2,0,18,69,141,3716,85,35,683,2297,701
KING,King,2002,Auburn Police Department,45010,4002,88.9,273,6.1,5,31,68,169,3729,83,47,575,2231,876
KING,King,2003,Auburn Police Department,45355,3772,83.2,244,5.4,1,28,69,146,3528,78,43,594,2075,816
KING,King,2004,Auburn Police Department,46135,4282,92.8,243,5.3,1,16,90,136,4039,88,41,859,2337,802
KING,King,2005,Auburn Police Department,47470,4303,90.6,268,5.6,1,14,85,168,4035,85,34,623,2509,869
KING,King,2006,Auburn Police Department,48955,3886,79.4,305,6.2,0,24,122,159,3581,73,37,686,2216,642
KING,King,2007,Auburn Police Department,50470,3503,69.4,248,4.9,1,12,92,143,3255,65,30,590,1962,673
KING,King,2008,Auburn Police Department,67005,3911,58.4,275,4.1,0,14,102,159,3636,54,23,630,2343,640
KING,King,2009,Auburn Police Department,67485,3613,53.5,274,4.1,4,13,92,165,3339,50,18,590,2362,369
KING,King,2010,Auburn Police Department,68270,4086,59.9,235,3.4,3,15,79,138,3851,56,23,725,2533,570
KING,King,2011,Auburn Police Department,70705,4105,58.1,279,3.9,2,23,107,147,3826,54,29,762,2435,600
KING,King,2012,Auburn Police Department,71240,4251,59.7,248,3.5,6,23,110,109,4003,56,18,984,2415,586
KING,King,1994,Bellevue Police Department,99140,5204,52.5,227,2.3,5,30,77,115,4977,50,35,611,4082,249
KING,King,1995,Bellevue Police Department,102000,5326,52.2,169,1.7,0,22,52,95,5157,51,37,681,4095,344
KING,King,1996,Bellevue Police Department,103700,5378,51.9,186,1.8,3,28,59,96,5192,50,37,602,4158,395
KING,King,1997,Bellevue Police Department,104800,5382,51.4,157,1.5,9,20,65,63,5225,50,43,625,4110,447
KING,King,1998,Bellevue Police Department,105700,4612,43.6,162,1.5,1,30,64,67,4450,42,42,490,3562,356
KING,King,1999,Bellevue Police Department,106200,4685,44.1,129,1.2,0,15,42,72,4556,43,33,504,3579,440
KING,King,2000,Bellevue Police Department,106400,4554,42.8,139,1.3,0,17,60,62,4415,42,43,470,3397,505
KING,King,2001,Bellevue Police Department,111500,4702,42.2,162,1.5,0,21,59,82,4540,41,35,535,3431,539
KING,King,2002,Bellevue Police Department,117000,4679,40,140,1.2,0,26,48,66,4539,39,39,606,3349,545
KING,King,2003,Bellevue Police Department,116400,4538,39,164,1.4,0,28,68,68,4374,38,55,518,3213,588
KING,King,2004,Bellevue Police Department,116500,5062,43.5,174,1.5,0,38,75,61,4888,42,32,680,3570,606
KING,King,2005,Bellevue Police Department,115500,4883,42.3,172,1.5,2,29,49,92,4711,41,46,595,3503,567
KING,King,2006,Bellevue Police Department,117000,4462,38.1,184,1.6,3,42,71,68,4278,37,33,591,3178,476
KING,King,2007,Bellevue Police Department,118100,4339,36.7,138,1.2,0,29,61,48,4201,36,20,583,3152,446
KING,King,2008,Bellevue Police Department,119200,4478,37.6,167,1.4,0,33,71,63,4311,36,23,687,3327,274
KING,King,2009,Bellevue Police Department,120600,4128,34.2,162,1.3,2,25,61,74,3966,33,16,621,3150,179
KING,King,2010,Bellevue Police Department,122900,3937,32,138,1.1,0,10,59,69,3799,31,30,657,2905,207
KING,King,2011,Bellevue Police Department,123400,3702,30,140,1.1,1,23,58,58,3562,29,23,607,2775,157
KING,King,2012,Bellevue Police Department,130230,3688,28.3,161,1.2,2,26,67,66,3527,27,24,685,2649,169
KING,King,2013,Bellevue Police Department,132100,4189,31.7,125,0.9,1,20,48,56,4064,31,24,688,3103,249
KING,King,2014,Bellevue Police Department,134400,4764,35.4,144,1.1,2,25,65,52,4620,34,14,630,3662,314
KING,King,1994,Black Diamond Police Department,1610,39,24.2,0,0,0,0,0,0,39,24,0,8,30,1
KING,King,1995,Black Diamond Police Department,1760,79,44.9,3,1.7,0,0,1,2,76,43,0,13,58,5
KING,King,1996,Black Diamond Police Department,2010,56,27.9,3,1.5,0,1,0,2,53,26,0,4,45,4
KING,King,1997,Black Diamond Police Department,2085,35,16.8,4,1.9,0,0,1,3,31,15,0,9,20,2
KING,King,1998,Black Diamond Police Department,3720,87,23.4,3,0.8,0,0,0,3,84,23,0,29,45,10
KING,King,1999,Black Diamond Police Department,3825,66,17.3,7,1.8,0,1,0,6,59,15,0,22,29,8
KING,King,2000,Black Diamond Police Department,3835,70,18.3,3,0.8,0,0,0,3,67,18,0,31,33,3
KING,King,2001,Black Diamond Police Department,4015,104,25.9,4,1,0,0,0,4,100,25,0,26,60,14
KING,King,2002,Black Diamond Police Department,4015,81,20.2,3,0.7,0,0,0,3,78,19,0,16,54,8
KING,King,2003,Black Diamond Police Department,3995,87,21.8,6,1.5,1,1,0,4,81,20,0,27,42,12
KING,King,2004,Black Diamond Police Department,4000,77,19.3,2,0.5,0,1,0,1,75,19,0,17,49,9
KING,King,2005,Black Diamond Police Department,4080,99,24.3,10,2.5,0,2,2,6,89,22,1,35,49,4
KING,King,2006,Black Diamond Police Department,4085,54,13.2,4,1,0,4,0,0,50,12,0,10,37,3
KING,King,2007,Black Diamond Police Department,4120,57,13.8,5,1.2,0,0,0,5,52,13,1,12,35,4
KING,King,2008,Black Diamond Police Department,4155,71,17.1,14,3.4,0,1,0,13,57,14,0,20,32,5
KING,King,2009,Black Diamond Police Department,4180,66,15.8,10,2.4,0,1,0,9,56,13,0,15,35,6
KING,King,2010,Black Diamond Police Department,4190,53,12.6,1,0.2,1,0,0,0,52,12,0,19,31,2
KING,King,2011,Black Diamond Police Department,4160,61,14.7,1,0.2,0,0,0,1,60,14,0,13,46,1
KING,King,1994,Bothell Police Department,25440,963,37.9,30,1.2,0,2,9,19,933,37,17,136,712,68
KING,King,1995,Bothell Police Department,25850,966,37.4,36,1.4,1,5,10,20,930,36,21,153,682,74
KING,King,1996,Bothell Police Department,25990,985,37.9,35,1.3,1,6,13,15,950,37,12,132,721,85
KING,King,1997,Bothell Police Department,26350,941,35.7,45,1.7,1,6,23,15,896,34,22,167,644,63
KING,King,1998,Bothell Police Department,27300,1137,41.6,56,2.1,3,10,15,28,1081,40,20,205,768,88
KING,King,1999,Bothell Police Department,27810,1057,38,33,1.2,1,6,12,14,1024,37,7,126,798,93
KING,King,2000,Bothell Police Department,28140,822,29.2,46,1.6,0,5,8,33,776,28,7,140,568,61
KING,King,2001,Bothell Police Department,30470,882,28.9,26,0.9,1,1,10,14,856,28,4,139,599,114
KING,King,2002,Bothell Police Department,30820,885,28.7,43,1.4,0,10,9,24,842,27,7,136,585,114
KING,King,2003,Bothell Police Department,30910,838,27.1,31,1,0,3,5,23,807,26,7,116,520,164
KING,King,2004,Bothell Police Department,30930,984,31.8,31,1,0,5,5,21,953,31,6,153,644,150
KING,King,2005,Bothell Police Department,31000,895,28.9,47,1.5,0,11,13,23,848,27,10,180,503,155
KING,King,2006,Bothell Police Department,31690,1018,32.1,40,1.3,0,9,18,13,978,31,6,222,561,189
KING,King,2007,Bothell Police Department,32400,796,24.6,21,0.6,0,2,12,7,775,24,8,150,510,107
KING,King,2008,Bothell Police Department,32860,885,26.9,37,1.1,0,1,19,17,848,26,5,156,591,96
KING,King,2009,Bothell Police Department,33240,924,27.8,33,1,0,3,17,13,891,27,7,169,649,66
KING,King,2010,Bothell Police Department,33430,930,27.8,32,1,0,10,10,12,898,27,10,172,642,74
KING,King,2011,Bothell Police Department,33720,933,27.7,27,0.8,0,7,10,10,906,27,7,149,687,63
KING,King,1994,Burien Police Department,27610,2389,86.5,184,6.7,2,37,63,82,2205,80,5,350,1585,265
KING,King,1995,Burien Police Department,27680,2782,100.5,172,6.2,1,17,57,97,2610,94,9,413,1753,435
KING,King,1996,Burien Police Department,27830,2274,81.7,172,6.2,0,25,55,92,2102,76,15,298,1388,401
KING,King,1997,Burien Police Department,27930,2341,83.8,166,5.9,1,27,62,76,2175,78,51,323,1420,381
KING,King,1998,Burien Police Department,28110,2449,87.1,183,6.5,2,27,57,97,2266,81,24,358,1448,436
KING,King,1999,Burien Police Department,29770,2448,82.2,238,8,2,24,90,122,2210,74,21,443,1332,414
KING,King,2000,Burien Police Department,29650,2711,91.4,205,6.9,0,26,77,102,2506,85,29,536,1486,455
KING,King,2001,Burien Police Department,31830,2359,74.1,235,7.4,2,33,73,127,2124,67,9,360,1203,552
KING,King,2002,Burien Police Department,31810,2385,75,188,5.9,1,32,49,106,2197,69,11,400,1243,543
KING,King,2003,Burien Police Department,31480,2130,67.7,196,6.2,0,24,74,98,1934,61,10,368,1107,449
KING,King,2004,Burien Police Department,31130,2192,70.4,171,5.5,2,20,62,87,2021,65,17,370,1233,401
KING,King,2005,Burien Police Department,31040,2223,71.6,160,5.2,2,24,52,82,2063,67,26,340,1090,607
KING,King,2006,Burien Police Department,31080,2099,67.5,179,5.8,2,14,59,104,1920,62,21,383,1009,507
KING,King,2007,Burien Police Department,31410,1907,60.7,191,6.1,1,16,83,91,1716,55,6,375,943,392
KING,King,2008,Burien Police Department,31540,1678,53.2,189,6,4,28,71,86,1489,47,12,380,844,253
KING,King,2009,Burien Police Department,31890,1715,53.8,167,5.2,2,13,62,90,1548,49,12,352,957,227
KING,King,2010,Burien Police Department,31730,2350,74.1,229,7.2,0,52,95,82,2121,67,14,561,1171,375
KING,King,2011,Burien Police Department,47660,2586,54.3,223,4.7,0,46,68,109,2363,50,10,659,1207,487
KING,King,2012,Burien Police Department,47730,2831,59.3,267,5.6,2,44,95,126,2564,54,4,584,1388,588
KING,King,2013,Burien Police Department,48030,2800,58.3,177,3.7,0,37,65,75,2623,55,11,690,1398,524
KING,King,2014,Burien Police Department,48240,2645,54.8,257,5.3,2,38,81,136,2388,50,13,606,1276,493
KING,King,2015,Burien Police Department,48810,2656,54.4,199,4.1,0,40,75,84,2457,50,19,504,1389,545
KING,King,1994,COUNTY TOTAL,1610955,118046,73.3,10256,6.4,105,1023,3813,5315,107790,67,863,17823,76846,12258
KING,King,1995,COUNTY TOTAL,1625145,119836,73.7,8551,5.3,79,873,3477,4122,111285,69,765,17409,78987,14124
KING,King,1996,COUNTY TOTAL,1640605,119801,73,8101,4.9,70,889,3230,3912,111700,68,761,18027,79430,13482
KING,King,1997,COUNTY TOTAL,1658050,120452,72.6,8343,5,85,734,3272,4252,112109,68,767,18111,78912,14319
KING,King,1998,COUNTY TOTAL,1676260,112608,67.2,7848,4.7,77,811,2843,4117,104760,63,789,15844,71888,16239
KING,King,1999,COUNTY TOTAL,1689610,105563,62.5,7297,4.3,76,653,2695,3873,98266,58,758,14478,66358,16672
KING,King,2000,COUNTY TOTAL,1698830,100284,59,7460,4.4,58,663,2652,4087,92824,55,765,14342,60966,16751
KING,King,2001,COUNTY TOTAL,1772355,102387,57.8,7291,4.1,60,594,2624,4013,95096,54,771,14897,61135,18293
KING,King,2002,COUNTY TOTAL,1789160,103234,57.7,7107,4,62,569,2563,3913,96127,54,762,16194,60870,18301
KING,King,2003,COUNTY TOTAL,1794745,106821,59.5,7182,4,71,651,2613,3847,99639,56,789,17821,61913,19116
KING,King,2004,COUNTY TOTAL,1804780,107078,59.3,6957,3.9,57,673,2708,3519,100121,56,774,18156,61252,19939
KING,King,2005,COUNTY TOTAL,1826305,112267,61.5,7410,4.1,55,663,2689,4003,104857,57,751,17156,65067,21883
KING,King,2006,COUNTY TOTAL,1854825,103194,55.6,7636,4.1,68,646,2986,3936,95558,52,834,17822,58096,18806
KING,King,2007,COUNTY TOTAL,1882205,90683,48.2,6913,3.7,59,556,2738,3560,83770,45,583,15565,53643,13979
KING,King,2008,COUNTY TOTAL,1827155,83433,45.7,6513,3.6,64,544,2808,3097,76920,42,412,15697,51376,9435
KING,King,2009,COUNTY TOTAL,1931205,88315,45.7,7144,3.7,47,545,3042,3510,81171,42,482,16043,56638,8008
KING,King,2010,COUNTY TOTAL,1955910,86107,44,6606,3.4,41,585,2562,3418,79501,41,409,16047,53948,9097
KING,King,2011,COUNTY TOTAL,1966075,84892,43.2,6776,3.4,36,565,2528,3647,78116,40,335,16907,51843,9031
KING,King,2012,COUNTY TOTAL,841815,29263,34.8,2022,2.4,23,321,737,941,27241,32,158,7454,16124,3505
KING,King,2013,COUNTY TOTAL,653585,18751,28.7,1048,1.6,9,214,355,470,17703,27,117,4942,10437,2207
KING,King,2014,COUNTY TOTAL,660295,19309,29.2,1196,1.8,12,229,408,547,18113,27,127,4677,10896,2413
KING,King,2015,COUNTY TOTAL,523405,13483,25.8,906,1.7,17,196,266,427,12577,24,114,3234,7260,1969
KING,King,1994,Carnation Police Department,1430,50,35,1,0.7,0,0,0,1,49,34,1,11,35,2
KING,King,1995,Carnation Police Department,1490,46,30.9,2,1.3,0,0,0,2,44,30,0,10,33,1
KING,King,1996,Carnation Police Department,1540,13,8.4,1,0.6,0,0,0,1,12,8,0,2,10,0
KING,King,1997,Carnation Police Department,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KING,King,1999,Carnation Police Department,1785,68,38.1,4,2.2,0,0,1,3,64,36,0,15,46,3
KING,King,2000,Carnation Police Department,1770,49,27.7,3,1.7,0,1,0,2,46,26,2,9,35,0
KING,King,2001,Carnation Police Department,1920,58,30.2,4,2.1,0,1,1,2,54,28,3,15,33,3
KING,King,2002,Carnation Police Department,1905,65,34.1,6,3.1,0,3,2,1,59,31,2,16,37,4
KING,King,2003,Carnation Police Department,1905,60,31.5,3,1.6,0,1,0,2,57,30,2,19,32,4
KING,King,2004,Carnation Police Department,1895,68,35.9,4,2.1,0,1,1,2,64,34,1,17,43,3
KING,King,2005,Carnation Police Department,1900,13,6.8,0,0,0,0,0,0,13,7,0,2,8,3
KING,King,2006,Carnation Police Department,1900,11,5.8,1,0.5,0,0,0,1,10,5,0,2,8,0
KING,King,2007,Carnation Police Department,1900,11,5.8,0,0,0,0,0,0,11,6,0,3,7,1
KING,King,2008,Carnation Police Department,1905,27,14.2,2,1,0,1,1,0,25,13,0,10,15,0
KING,King,2009,Carnation Police Department,1910,30,15.7,0,0,0,0,0,0,30,16,1,2,25,2
KING,King,2010,Carnation Police Department,1915,23,12,1,0.5,0,0,1,0,22,12,0,2,20,0
KING,King,2011,Carnation Police Department,1780,34,19.1,0,0,0,0,0,0,34,19,0,10,24,0
KING,King,2014,Carnation Police Department,1790,52,29.1,4,2.2,0,0,0,4,48,27,0,23,23,2
KING,King,2015,Carnation Police Department,1790,51,28.5,1,0.6,0,0,0,1,50,28,0,19,27,4
KING,King,1994,Clyde Hill Police Department,2995,45,15,0,0,0,0,0,0,45,15,0,19,25,1
KING,King,1995,Clyde Hill Police Department,3000,44,14.7,5,1.7,0,0,1,4,39,13,2,15,18,4
KING,King,1996,Clyde Hill Police Department,3015,48,15.9,2,0.7,0,0,1,1,46,15,0,11,33,2
KING,King,1997,Clyde Hill Police Department,3019,61,20.2,0,0,0,0,0,0,61,20,1,23,31,6
KING,King,1998,Clyde Hill Police Department,3005,49,16.3,3,1,0,0,0,3,46,15,5,12,26,3
KING,King,1999,Clyde Hill Police Department,2883,55,19.1,2,0.7,0,0,0,2,53,18,2,12,39,0
KING,King,2000,Clyde Hill Police Department,2886,46,15.9,2,0.7,0,0,0,2,44,15,3,8,31,2
KING,King,2001,Clyde Hill Police Department,2900,47,16.2,2,0.7,0,1,0,1,45,16,3,5,34,3
KING,King,2002,Clyde Hill Police Department,2895,52,18,0,0,0,0,0,0,52,18,1,9,40,2
KING,King,2003,Clyde Hill Police Department,2830,61,21.6,1,0.4,0,0,0,1,60,21,2,11,41,6
KING,King,2004,Clyde Hill Police Department,2790,49,17.6,0,0,0,0,0,0,49,18,1,12,35,1
KING,King,2005,Clyde Hill Police Department,2790,48,17.2,2,0.7,0,0,1,1,46,17,0,10,31,5
KING,King,2006,Clyde Hill Police Department,2795,50,17.9,3,1.1,0,0,0,3,47,17,0,12,33,2
KING,King,2007,Clyde Hill Police Department,2810,39,13.9,1,0.4,0,0,0,1,38,14,2,20,15,1
KING,King,2008,Clyde Hill Police Department,2805,40,14.3,4,1.4,0,0,0,4,36,13,1,15,18,2
KING,King,2009,Clyde Hill Police Department,2815,35,12.4,4,1.4,0,0,0,4,31,11,0,3,23,5
KING,King,2010,Clyde Hill Police Department,2845,35,12.3,2,0.7,0,0,1,1,33,12,0,7,25,1
KING,King,2011,Clyde Hill Police Department,2985,37,12.4,0,0,0,0,0,0,37,12,0,7,29,1
KING,King,1997,Covington Police Department,12500,260,20.8,10,0.8,0,2,2,6,250,20,5,58,162,25
KING,King,1998,Covington Police Department,12900,694,53.8,47,3.6,0,10,6,31,647,50,10,110,437,90
KING,King,1999,Covington Police Department,13010,617,47.4,29,2.2,0,11,9,9,588,45,9,102,374,103
KING,King,2000,Covington Police Department,13010,554,42.6,41,3.2,1,8,11,21,513,39,4,84,378,47
KING,King,2001,Covington Police Department,13840,527,38.1,29,2.1,0,6,4,19,498,36,9,87,338,64
KING,King,2002,Covington Police Department,14395,590,41,31,2.2,0,8,6,17,559,39,4,76,378,101
KING,King,2003,Covington Police Department,14850,569,38.3,31,2.1,0,6,7,18,538,36,13,109,327,89
KING,King,2004,Covington Police Department,15190,648,42.7,39,2.6,0,9,11,19,609,40,11,123,350,125
KING,King,2005,Covington Police Department,16610,708,42.6,46,2.8,2,10,16,18,662,40,5,120,433,104
KING,King,2006,Covington Police Department,17240,568,32.9,35,2,0,9,15,11,533,31,8,136,315,74
KING,King,2007,Covington Police Department,17190,534,31.1,25,1.5,0,9,9,7,509,30,5,91,343,70
KING,King,2008,Covington Police Department,17360,610,35.1,39,2.2,0,6,23,10,571,33,17,128,356,70
KING,King,2009,Covington Police Department,17530,679,38.7,37,2.1,0,4,15,18,642,37,1,134,467,40
KING,King,2010,Covington Police Department,17640,700,39.7,47,2.7,0,11,21,15,653,37,0,139,460,54
KING,King,2011,Covington Police Department,17640,621,35.2,44,2.5,0,11,18,15,577,33,0,134,393,50
KING,King,2012,Covington Police Department,17760,689,38.8,45,2.5,1,11,8,25,644,36,0,134,469,41
KING,King,2013,Covington Police Department,18100,647,35.7,34,1.9,1,6,12,15,613,34,1,144,412,56
KING,King,2014,Covington Police Department,18480,785,42.5,41,2.2,0,11,10,20,744,40,10,160,517,57
KING,King,2015,Covington Police Department,18520,732,39.5,26,1.4,1,10,8,7,706,38,6,121,543,36
KING,King,1994,Des Moines Police Department,21330,1257,58.9,95,4.5,1,31,27,36,1162,55,3,228,754,177
KING,King,1995,Des Moines Police Department,21450,1223,57,90,4.2,1,17,37,35,1133,53,2,199,767,165
KING,King,1996,Des Moines Police Department,23020,1411,61.3,99,4.3,1,17,37,44,1312,57,8,277,823,204
KING,King,1997,Des Moines Police Department,27030,1534,56.8,140,5.2,3,18,49,70,1394,52,5,296,863,230
KING,King,1998,Des Moines Police Department,27200,1323,48.6,148,5.4,1,12,47,88,1175,43,14,229,700,232
KING,King,1999,Des Moines Police Department,27160,1152,42.4,87,3.2,0,18,37,32,1065,39,11,197,628,229
KING,King,2000,Des Moines Police Department,26730,1079,40.4,96,3.6,0,11,31,54,983,37,5,174,546,258
KING,King,2001,Des Moines Police Department,29600,1126,38,97,3.3,5,17,32,43,1029,35,7,160,626,236
KING,King,2002,Des Moines Police Department,29510,1035,35.1,79,2.7,0,13,29,37,956,32,5,158,511,282
KING,King,2003,Des Moines Police Department,29120,1143,39.3,110,3.8,0,17,27,66,1033,36,1,205,530,297
KING,King,2004,Des Moines Police Department,29020,1401,48.3,115,4,2,17,41,55,1286,44,6,244,648,388
KING,King,2005,Des Moines Police Department,28960,1523,52.6,116,4,1,18,45,52,1407,49,4,244,741,418
KING,King,2006,Des Moines Police Department,29020,1312,45.2,97,3.3,0,11,42,44,1215,42,4,234,607,370
KING,King,2007,Des Moines Police Department,29090,1007,34.6,117,4,2,21,54,40,890,31,2,211,450,227
KING,King,2008,Des Moines Police Department,29180,1200,41.1,116,4,1,14,59,42,1084,37,4,255,616,209
KING,King,2009,Des Moines Police Department,29270,1036,35.4,113,3.9,0,18,48,47,923,32,8,229,525,161
KING,King,2010,Des Moines Police Department,29290,1064,36.3,83,2.8,1,9,47,26,981,34,2,192,615,172
KING,King,2011,Des Moines Police Department,29680,1146,38.6,90,3,1,7,37,45,1056,36,8,230,627,191
KING,King,1994,Duvall Police Department,3280,61,18.6,6,1.8,0,0,1,5,55,17,0,11,42,2
KING,King,1995,Duvall Police Department,3490,60,17.2,0,0,0,0,0,0,60,17,0,7,51,2
KING,King,1996,Duvall Police Department,3635,73,20.1,3,0.8,0,1,0,2,70,19,0,11,55,4
KING,King,1997,Duvall Police Department,3813,38,10,0,0,0,0,0,0,38,10,0,6,30,2
KING,King,1998,Duvall Police Department,4120,51,12.4,1,0.2,0,0,0,1,50,12,0,12,33,5
KING,King,1999,Duvall Police Department,4435,32,7.2,1,0.2,0,0,1,0,31,7,0,8,21,2
KING,King,2000,Duvall Police Department,4645,39,8.4,1,0.2,0,0,1,0,38,8,0,9,22,7
KING,King,2001,Duvall Police Department,4860,56,11.5,1,0.2,0,0,0,1,55,11,0,6,45,4
