"","upper","COUNTY","INDEXYEAR","LOCATION","POPULATION","TOTAL","RATE","VTOTAL","VRATE","MURDER","RAPE","ROBBERY","ASSAULT","PTOTAL","PRATE","ARSON","BURGLARY","THEFT","MVTHEFT"
"658","WALLA WALLA","Walla Walla",2007,"COUNTY TOTAL",58300,2342,40.2,137,2.3,0,39,13,85,2205,38,21,413,1671,100
"659","WALLA WALLA","Walla Walla",2008,"COUNTY TOTAL",58600,2096,35.8,148,2.5,1,36,13,98,1948,33,11,375,1465,97
"660","WALLA WALLA","Walla Walla",2009,"COUNTY TOTAL",59200,2229,37.7,136,2.3,0,45,17,74,2093,35,11,508,1500,74
"661","WALLA WALLA","Walla Walla",2010,"COUNTY TOTAL",59600,1981,33.2,152,2.6,1,31,26,94,1829,31,6,375,1369,79
"662","WALLA WALLA","Walla Walla",2011,"COUNTY TOTAL",58800,2119,36,168,2.9,3,33,23,109,1951,33,15,362,1509,65
"663","WHATCOM","Whatcom",1994,"COUNTY TOTAL",141592,7982,56.4,418,3,6,99,60,253,7564,53,51,1498,5712,303
"664","WHATCOM","Whatcom",1995,"COUNTY TOTAL",147360,8509,57.7,493,3.3,5,114,74,300,8016,54,60,1454,6166,336
"665","WHATCOM","Whatcom",1996,"COUNTY TOTAL",151832,8717,57.4,464,3.1,4,72,92,296,8253,54,58,1682,6196,317
"666","WHATCOM","Whatcom",1997,"COUNTY TOTAL",156200,8658,55.4,460,2.9,5,101,85,269,8198,53,41,1685,6148,324
"667","WHATCOM","Whatcom",1998,"COUNTY TOTAL",157500,8768,55.7,465,3,4,98,91,272,8303,53,62,1771,6015,455
"668","WHATCOM","Whatcom",1999,"COUNTY TOTAL",161300,8100,50.2,453,2.8,1,119,99,234,7647,47,48,1584,5643,372
"669","WHATCOM","Whatcom",2000,"COUNTY TOTAL",163500,7715,47.2,372,2.3,5,81,73,213,7343,45,28,1525,5395,395
"670","WHATCOM","Whatcom",2001,"COUNTY TOTAL",170600,8758,51.3,385,2.3,1,87,77,220,8373,49,32,1461,6420,460
"671","WHATCOM","Whatcom",2002,"COUNTY TOTAL",172200,8959,52,411,2.4,4,98,89,220,8548,50,47,1672,6293,536
"672","WHATCOM","Whatcom",2003,"COUNTY TOTAL",174500,9180,52.6,425,2.4,3,108,83,225,8755,50,60,1951,6238,506
"673","WHATCOM","Whatcom",2004,"COUNTY TOTAL",177300,9898,55.8,437,2.5,4,90,96,247,9461,53,51,1785,6985,640
"674","WHATCOM","Whatcom",2005,"COUNTY TOTAL",180800,9999,55.3,419,2.3,5,72,82,260,9580,53,56,1754,7174,596
"675","WHATCOM","Whatcom",2006,"COUNTY TOTAL",184300,9313,50.5,432,2.3,1,76,98,257,8881,48,41,1818,6504,518
"676","WHATCOM","Whatcom",2007,"COUNTY TOTAL",188300,8660,46,439,2.3,2,87,81,269,8221,44,55,1498,6232,436
"677","WHATCOM","Whatcom",2008,"COUNTY TOTAL",191000,7682,40.2,445,2.3,2,71,87,285,7237,38,44,1458,5361,374
"678","WHATCOM","Whatcom",2009,"COUNTY TOTAL",193100,7475,38.7,444,2.3,8,76,90,270,7031,36,34,1401,5330,266
"679","WHATCOM","Whatcom",2010,"COUNTY TOTAL",195500,7219,36.9,543,2.8,5,90,104,344,6676,34,11,1426,4973,266
"680","WHATCOM","Whatcom",2011,"COUNTY TOTAL",202100,6847,33.9,449,2.2,3,97,74,275,6398,32,25,1436,4708,229
"681","WHATCOM","Whatcom",2012,"COUNTY TOTAL",87921,1465,16.7,328,3.7,1,38,7,282,1137,13,11,411,648,67
"682","WHATCOM","Whatcom",2013,"COUNTY TOTAL",88276,1497,17,157,1.8,0,30,12,115,1340,15,10,417,828,85
"683","WHITMAN","Whitman",1994,"COUNTY TOTAL",35871,868,24.2,59,1.6,0,16,2,41,809,23,9,121,648,31
"684","WHITMAN","Whitman",1995,"COUNTY TOTAL",36488,1027,28.1,53,1.5,0,10,2,41,974,27,13,198,742,21
"685","WHITMAN","Whitman",1996,"COUNTY TOTAL",35671,548,15.4,21,0.6,0,2,1,18,527,15,1,85,433,8
"686","WHITMAN","Whitman",1997,"COUNTY TOTAL",38228,1170,30.6,61,1.6,0,23,4,34,1109,29,5,224,857,23
"687","WHITMAN","Whitman",1998,"COUNTY TOTAL",38016,1073,28.2,61,1.6,0,20,1,40,1012,27,13,213,747,39
"688","WHITMAN","Whitman",1999,"COUNTY TOTAL",39234,984,25.1,49,1.2,0,19,4,26,935,24,10,160,724,41
"689","WHITMAN","Whitman",2000,"COUNTY TOTAL",38638,996,25.8,64,1.7,0,21,5,38,932,24,10,223,665,34
"690","WHITMAN","Whitman",2001,"COUNTY TOTAL",37565,1070,28.5,67,1.8,0,32,7,28,1003,27,19,212,741,31
"691","WHITMAN","Whitman",2002,"COUNTY TOTAL",38620,1260,32.6,71,1.8,0,15,8,48,1189,31,7,256,881,45
"692","WHITMAN","Whitman",2003,"COUNTY TOTAL",39630,1162,29.3,57,1.4,0,25,4,28,1105,28,11,257,798,39
"693","WHITMAN","Whitman",2004,"COUNTY TOTAL",41700,1050,25.2,49,1.2,0,16,6,27,1001,24,24,212,706,59
"694","WHITMAN","Whitman",2005,"COUNTY TOTAL",41405,835,20.2,59,1.4,3,20,4,32,776,19,8,167,568,33
"695","WHITMAN","Whitman",2006,"COUNTY TOTAL",40810,879,21.5,62,1.5,0,19,3,40,817,20,11,156,621,29
"696","WHITMAN","Whitman",2007,"COUNTY TOTAL",41335,834,20.2,50,1.2,0,22,6,22,784,19,9,176,568,31
"697","WHITMAN","Whitman",2008,"COUNTY TOTAL",42020,694,16.5,33,0.8,0,10,2,21,661,16,10,176,455,20
"698","WHITMAN","Whitman",2009,"COUNTY TOTAL",42965,726,16.9,53,1.2,0,14,3,36,673,16,7,133,508,25
"699","WHITMAN","Whitman",2010,"COUNTY TOTAL",43260,968,22.4,61,1.4,1,17,12,31,907,21,3,264,605,35
"700","WHITMAN","Whitman",2011,"COUNTY TOTAL",44500,797,17.9,49,1.1,0,10,3,36,748,17,9,154,562,23
"701","YAKIMA","Yakima",1994,"COUNTY TOTAL",196584,15785,80.3,1233,6.3,16,137,239,841,14552,74,106,3481,10002,963
"702","YAKIMA","Yakima",1995,"COUNTY TOTAL",201500,16912,83.9,1208,6,13,129,216,850,15704,78,133,4013,10403,1155
"703","YAKIMA","Yakima",1996,"COUNTY TOTAL",207600,15162,73,1038,5,16,155,175,692,14124,68,103,3536,9187,1298
"704","YAKIMA","Yakima",1997,"COUNTY TOTAL",208700,15431,73.9,806,3.9,15,127,168,496,14625,70,117,3853,9343,1312
"705","YAKIMA","Yakima",1998,"COUNTY TOTAL",210500,15592,74.1,785,3.7,11,150,217,407,14807,70,125,3896,9224,1562
"706","YAKIMA","Yakima",1999,"COUNTY TOTAL",212300,13486,63.5,616,2.9,11,121,141,343,12870,61,123,3226,8229,1292
"707","YAKIMA","Yakima",2000,"COUNTY TOTAL",214000,13607,63.6,649,3,14,96,171,368,12958,61,110,3052,8586,1210
"708","YAKIMA","Yakima",2001,"COUNTY TOTAL",224500,13288,59.2,602,2.7,10,109,163,320,12686,57,116,3194,8250,1126
"709","YAKIMA","Yakima",2002,"COUNTY TOTAL",225000,14462,64.3,621,2.8,10,121,175,315,13841,62,143,3487,8847,1364
"710","YAKIMA","Yakima",2003,"COUNTY TOTAL",223955,14613,65.2,713,3.2,10,137,194,372,13900,62,170,3418,8947,1365
"711","YAKIMA","Yakima",2004,"COUNTY TOTAL",225435,14641,64.9,679,3,10,122,181,366,13962,62,152,3109,9218,1483
"712","YAKIMA","Yakima",2005,"COUNTY TOTAL",227235,17096,75.2,759,3.3,22,129,218,390,16337,72,158,3824,10179,2176
"713","YAKIMA","Yakima",2006,"COUNTY TOTAL",231800,15847,68.4,756,3.3,10,126,233,387,15091,65,117,3518,9280,2176
"714","YAKIMA","Yakima",2007,"COUNTY TOTAL",234200,13615,58.1,898,3.8,15,136,212,535,12717,54,154,3063,7629,1871
"715","YAKIMA","Yakima",2008,"COUNTY TOTAL",235900,13119,55.6,780,3.3,19,100,244,417,12339,52,124,3057,7344,1814
"716","YAKIMA","Yakima",2009,"COUNTY TOTAL",238400,11780,49.4,829,3.5,22,120,230,457,10951,46,93,3193,6160,1505
"717","YAKIMA","Yakima",2010,"COUNTY TOTAL",239100,12044,50.4,830,3.5,24,108,233,465,11214,47,82,3354,6560,1218
"718","YAKIMA","Yakima",2011,"COUNTY TOTAL",244700,11304,46.2,808,3.3,16,107,236,449,10496,43,80,3351,5801,1264
